Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,Ranking
Houston Cougars,.508,.359,.702,12.411764705882353,28.5,14.794117647058824,6.4411764705882355,4.5,11.352941176470589,19.058823529411764,9
Iona Gaels,.533,.351,.741,8.8125,26.375,13.125,6.78125,2.78125,12.3125,17.25,9
Iowa Hawkeyes,.515,.361,.740,10.393939393939394,25.333333333333332,15.727272727272727,6.181818181818182,3.272727272727273,12.151515151515152,16.03030303030303,9
Iowa State Cyclones,.550,.365,.732,9.441176470588236,25.823529411764707,15.235294117647058,7.0,4.647058823529412,10.794117647058824,14.764705882352942,9
Kansas Jayhawks,.522,.350,.697,10.382352941176471,27.647058823529413,13.323529411764707,6.852941176470588,3.9411764705882355,13.058823529411764,16.852941176470587,9
Kansas State Wildcats,.490,.336,.664,9.333333333333334,24.0,13.757575757575758,7.606060606060606,2.272727272727273,11.272727272727273,16.12121212121212,9
Kentucky Wildcats,.527,.364,.740,11.636363636363637,26.90909090909091,13.848484848484848,6.03030303030303,5.0606060606060606,12.636363636363637,16.272727272727273,9
Liberty Flames,.585,.368,.771,7.735294117647059,25.0,14.852941176470589,6.382352941176471,2.676470588235294,10.970588235294118,15.088235294117647,9
Louisville Cardinals,.506,.342,.775,10.242424242424242,28.0,13.393939393939394,4.454545454545454,2.9393939393939394,12.333333333333334,17.242424242424242,9
LSU Fighting Tigers,.534,.323,.754,13.46875,25.3125,13.125,9.09375,4.3125,13.1875,18.65625,9
Marquette Golden Eagles,.505,.393,.759,9.606060606060606,28.242424242424242,13.636363636363637,4.818181818181818,4.2727272727272725,13.787878787878787,18.636363636363637,9
Maryland Terrapins,.513,.353,.748,10.96875,28.15625,13.21875,4.34375,4.71875,13.125,15.46875,9
Michigan State Spartans,.548,.384,.750,10.764705882352942,30.11764705882353,18.970588235294116,5.235294117647059,5.470588235294118,12.852941176470589,16.91176470588235,9
Michigan Wolverines,.518,.350,.698,8.147058823529411,26.88235294117647,13.970588235294118,6.147058823529412,4.205882352941177,8.764705882352942,14.029411764705882,9
Minnesota Golden Gophers,.484,.321,.679,11.411764705882353,25.647058823529413,14.823529411764707,4.794117647058823,4.0,11.970588235294118,16.176470588235293,9
Mississippi State Bulldogs,.533,.378,.715,11.666666666666666,24.181818181818183,14.181818181818182,8.090909090909092,4.96969696969697,13.303030303030303,17.09090909090909,9
Montana Grizzlies,.568,.382,.690,8.411764705882353,25.176470588235293,14.647058823529411,6.529411764705882,2.9705882352941178,11.941176470588236,18.735294117647058,9
Murray State Racers,.582,.348,.738,10.741935483870968,27.06451612903226,18.096774193548388,7.580645161290323,4.580645161290323,12.129032258064516,16.29032258064516,9
Nevada Wolf Pack,.551,.351,.708,9.303030303030303,28.09090909090909,14.969696969696969,6.181818181818182,3.909090909090909,10.242424242424242,17.060606060606062,9
New Mexico State Aggies,.567,.335,.675,12.794117647058824,25.558823529411764,14.735294117647058,5.617647058823529,2.6176470588235294,11.852941176470589,17.852941176470587,9
UNC Tar Heels,.519,.365,.742,13.121212121212121,30.78787878787879,19.0,7.181818181818182,3.5454545454545454,13.090909090909092,17.151515151515152,9
Ohio State Buckeyes,.499,.343,.734,9.393939393939394,25.303030303030305,14.242424242424242,5.909090909090909,2.515151515151515,12.515151515151516,17.939393939393938,9
Oklahoma Sooners,.497,.342,.691,9.21875,28.375,12.6875,5.9375,3.09375,12.1875,15.75,9
Old Dominion Monarchs,.446,.353,.660,12.0,26.941176470588236,12.794117647058824,5.588235294117647,4.5588235294117645,11.735294117647058,16.470588235294116,9
Ole Miss Rebels,.526,.358,.783,9.84375,24.46875,14.34375,7.3125,3.625,12.65625,18.09375,9
Oregon Ducks,.519,.343,.719,9.714285714285714,24.885714285714286,13.342857142857143,7.771428571428571,4.257142857142857,11.771428571428572,17.771428571428572,9
Prairie View Panthers,.503,.312,.681,11.294117647058824,21.823529411764707,12.558823529411764,8.823529411764707,1.588235294117647,12.735294117647058,21.735294117647058,9
Purdue Boilermakers,.512,.364,.732,12.21875,24.65625,14.4375,6.5,4.03125,10.65625,17.4375,9
Saint Louis Billikens,.471,.308,.598,13.714285714285714,26.057142857142857,12.971428571428572,7.085714285714285,4.057142857142857,12.742857142857142,17.457142857142856,9
Saint Mary's Gaels,.525,.378,.745,9.818181818181818,24.939393939393938,10.06060606060606,6.0,2.5454545454545454,10.515151515151516,17.0,9
Seton Hall Pirates,.508,.324,.708,10.636363636363637,25.151515151515152,13.545454545454545,7.0,3.909090909090909,12.424242424242424,18.757575757575758,9
St. John's (NY) Red Storm,.512,.361,.725,7.636363636363637,24.96969696969697,14.030303030303031,8.787878787878787,3.3333333333333335,10.333333333333334,19.03030303030303,9
Syracuse Orange,.495,.330,.681,10.787878787878787,23.939393939393938,12.0,8.272727272727273,4.787878787878788,12.424242424242424,17.454545454545453,9
Temple Owls,.504,.331,.731,9.5,24.78125,14.46875,8.65625,2.25,11.15625,17.4375,9
Tennessee Volunteers,.560,.362,.762,10.205882352941176,27.352941176470587,18.205882352941178,5.970588235294118,5.411764705882353,11.176470588235293,17.441176470588236,9
Texas Tech Red Raiders,.529,.368,.728,8.8125,25.3125,13.40625,7.25,4.90625,12.375,17.71875,9
UC-Irvine Anteaters,.506,.361,.696,11.771428571428572,28.34285714285714,13.228571428571428,5.685714285714286,4.228571428571429,11.771428571428572,18.514285714285716,9
UCF Knights,.525,.354,.645,9.67741935483871,27.06451612903226,13.258064516129032,5.741935483870968,4.483870967741935,11.838709677419354,16.903225806451612,9
Utah State Aggies,.547,.355,.747,10.764705882352942,29.470588235294116,17.147058823529413,6.205882352941177,4.176470588235294,12.588235294117647,18.58823529411765,9
VCU Rams,.537,.307,.698,10.84375,25.84375,13.875,7.96875,4.53125,13.9375,19.8125,9
Vermont Catamounts,.529,.353,.752,9.090909090909092,26.09090909090909,11.818181818181818,5.636363636363637,4.03030303030303,10.93939393939394,16.393939393939394,9
Villanova Wildcats,.539,.353,.727,10.5,24.794117647058822,14.264705882352942,5.411764705882353,3.0294117647058822,10.911764705882353,16.41176470588235,9
Virginia Cavaliers,.521,.409,.746,8.875,25.875,14.5,5.625,3.8125,9.03125,14.65625,9
Virginia Tech Hokies,.542,.394,.758,8.90625,23.6875,15.34375,6.65625,2.3125,11.34375,15.28125,9
Washington Huskies,.523,.346,.694,9.470588235294118,22.176470588235293,11.676470588235293,8.970588235294118,5.676470588235294,13.294117647058824,18.38235294117647,9
Wisconsin Badgers,.498,.366,.649,8.151515151515152,27.060606060606062,12.757575757575758,5.121212121212121,4.212121212121212,9.515151515151516,15.030303030303031,9
Wofford Terriers,.551,.416,.699,10.606060606060606,25.03030303030303,15.363636363636363,6.878787878787879,3.0,10.878787878787879,16.87878787878788,9
Yale Bulldogs,.563,.372,.736,8.586206896551724,30.0,17.06896551724138,5.931034482758621,4.344827586206897,13.206896551724139,17.03448275862069,9
